,epoch_mjd,a,e,i,om,w,ma,spkid,per_y,sigma_e,sigma_a,sigma_i,sigma_om,sigma_w,sigma_per,full_name,number_mp,designation
29067,59731,2.532,0.7924,2.0,70.01,74.16,13.03,54281251,4.03,0.004,0.044,0.012,0.026,0.053,38.0,       (2022 KV6),       (2022 KV6),
29068,59800,1.2,0.0941,6.05,237.98,68.8,3.06,54281252,1.31,3.2e-05,7.1e-05,0.002,0.00043,0.004,0.043,       (2022 KW6),       (2022 KW6),
29069,59732,1.633,0.4338,35.53,242.02,287.8,30.21,54281253,2.09,0.0012,0.0039,0.045,0.012,0.095,2.7,       (2022 KX6),       (2022 KX6),
29070,59732,1.543,0.2754,38.97,243.02,330.24,16.53,54281254,1.92,0.0015,0.0037,0.06,0.013,0.083,2.5,       (2022 KY6),       (2022 KY6),
29071,59733,1.456,0.2418,2.73,76.55,174.6,359.89,54281255,1.76,0.0013,0.003,0.012,0.0055,0.016,2.0,       (2022 KZ6),       (2022 KZ6),
29072,59800,2.974,0.6502,17.69,113.49,126.86,15.31,54281491,5.13,0.00014,0.0012,0.0026,0.00081,0.00052,1.1,       (2022 KR7),       (2022 KR7),
29073,59800,2.367,0.5056,9.72,95.51,226.5,1.39,54281493,3.64,5.2e-07,4.5e-08,2.9e-05,4.9e-05,0.00037,3.8e-05,       (2022 KU7),       (2022 KU7),
29074,59725,3.404,0.7565,44.75,352.01,10.43,18.93,54281724,6.28,0.0035,0.084,0.033,0.015,0.69,85.0,       (2022 KL8),       (2022 KL8),
29075,59731,1.931,0.7569,7.13,258.07,218.02,33.51,54281886,2.68,0.0036,0.019,0.058,0.085,0.061,15.0,       (2022 KU8),       (2022 KU8),
29076,59731,1.645,0.3997,16.54,79.06,251.28,329.16,54281966,2.11,0.00078,0.0023,0.019,0.012,0.036,1.6,       (2022 KG9),       (2022 KG9),
29077,59800,2.109,0.5051,11.96,70.88,186.56,19.89,54281256,3.06,0.00074,0.0032,0.011,0.0007,0.0012,2.6,       (2022 LB),       (2022 LB),
29078,59732,2.842,0.6652,1.56,254.4,41.94,353.52,54281492,4.79,0.018,0.15,0.026,0.095,0.062,140.0,       (2022 LD),       (2022 LD),
29079,59800,1.082,0.1074,7.14,99.77,296.33,292.22,54281887,1.13,9.9e-06,1.6e-05,0.00078,0.00041,0.0037,0.009,       (2022 LF),       (2022 LF),
29080,59732,2.11,0.5738,6.53,71.27,121.26,14.11,54281888,3.06,0.0015,0.0069,0.012,0.0045,0.019,5.5,       (2022 LG),       (2022 LG),
29081,59732,2.474,0.5654,4.89,148.79,65.96,8.36,54281889,3.89,0.0042,0.025,0.028,0.096,0.097,21.0,       (2022 LH),       (2022 LH),
29082,59800,1.559,0.6207,7.56,249.8,267.02,60.28,54281890,1.95,0.00032,0.00099,0.004,0.00013,0.0017,0.68,       (2022 LJ),       (2022 LJ),
29083,59737,2.492,0.5557,53.51,81.76,164.68,1.74,54281967,3.93,0.0054,0.031,0.12,0.0045,0.072,27.0,       (2022 LM),       (2022 LM),
29084,59734,1.272,0.2393,21.56,245.19,316.17,32.23,54281968,1.44,0.0016,0.0027,0.082,0.0032,0.11,1.7,       (2022 LN),       (2022 LN),
29085,59800,1.687,0.3469,9.06,97.52,162.1,25.01,54281969,2.19,0.00054,0.0016,0.0099,0.0033,0.0035,1.1,       (2022 LO),       (2022 LO),
29086,59800,2.208,0.5358,17.4,78.88,189.19,15.71,54281970,3.28,0.00064,0.0031,0.012,0.00018,0.0006,2.5,       (2022 LP),       (2022 LP),
29087,59800,1.333,0.2337,5.91,94.44,129.47,59.4,54281973,1.54,0.00061,0.0011,0.012,0.0019,0.011,0.7,       (2022 LT),       (2022 LT),
29088,59735,3.241,0.778,5.47,242.83,88.82,351.71,54281972,5.83,0.0014,0.019,0.0093,0.0027,0.0042,19.0,       (2022 LU),       (2022 LU),
29089,59800,1.152,0.1511,0.83,267.86,48.31,3.5,54281971,1.24,1e-06,1.1e-06,5.5e-06,5e-05,6.5e-05,0.00067,       (2022 LV),       (2022 LV),
29090,59800,0.9356,0.1798,2.66,197.02,242.86,243.05,54281974,0.905,0.00021,7.1e-05,0.0033,0.0093,0.0096,0.038,       (2022 LW),       (2022 LW),
29091,59800,2.412,0.5917,0.87,310.01,351.02,6.23,54281975,3.75,0.00013,0.00078,0.00012,0.0021,0.0018,0.66,       (2022 LX),       (2022 LX),
29092,59735,2.209,0.5412,3.38,147.77,75.22,7.73,54281976,3.28,0.0025,0.012,0.013,0.037,0.036,10.0,       (2022 LZ),       (2022 LZ),
29093,59800,1.356,0.1116,19.74,105.03,219.56,352.37,54281977,1.58,3.7e-05,8.5e-05,0.0024,0.00062,0.0062,0.054,       (2022 LA1),       (2022 LA1),
29094,59800,2.728,0.625,23.88,86.08,200.73,6.0,54281979,4.51,0.00014,0.0011,0.003,0.0011,0.00031,0.96,       (2022 LB1),       (2022 LB1),
29095,59800,1.547,0.2181,4.97,270.33,352.05,26.24,54281978,1.92,9.3e-05,0.00026,0.0015,0.0015,0.0049,0.18,       (2022 LC1),       (2022 LC1),
29096,59736,1.515,0.3736,5.23,113.91,86.87,24.48,54281980,1.86,0.0023,0.0053,0.03,0.033,0.049,3.6,       (2022 LD1),       (2022 LD1),
29097,59800,1.012,0.3916,23.11,76.06,63.07,132.41,54281981,1.02,0.00028,0.00027,0.022,0.00033,0.019,0.15,       (2022 LE1),       (2022 LE1),
29098,59737,0.9481,0.4154,3.64,176.57,304.43,84.67,54282205,0.923,0.0013,0.00063,0.012,0.1,0.12,0.34,       (2022 LK1),       (2022 LK1),
29099,59736,1.976,0.754,6.87,84.71,276.77,341.3,54282206,2.78,0.0012,0.0075,0.012,0.0016,0.00029,5.8,       (2022 LL1),       (2022 LL1),
29100,59800,1.698,0.2479,31.4,93.96,228.45,341.52,54282207,2.21,7.1e-05,0.00023,0.0046,0.0019,0.0075,0.17,       (2022 LQ1),       (2022 LQ1),
29101,59800,1.508,0.3241,1.58,171.28,121.8,12.84,54282208,1.85,0.00035,0.00079,0.0013,0.01,0.011,0.53,       (2022 LR1),       (2022 LR1),
29102,59800,1.248,0.3329,11.13,83.53,261.5,351.45,54282209,1.39,0.00067,0.0009,0.021,0.0042,0.0085,0.55,       (2022 LS1),       (2022 LS1),
29103,59736,2.197,0.5828,8.53,80.47,226.81,345.95,54282210,3.26,0.0025,0.013,0.028,0.017,0.015,10.0,       (2022 LT1),       (2022 LT1),
29104,59800,1.466,0.2918,6.37,255.26,5.96,32.15,54282211,1.78,0.0002,0.00043,0.0033,3.4e-05,0.0014,0.29,       (2022 LU1),       (2022 LU1),
29105,59800,2.59,0.6256,2.1,111.14,211.63,1.43,54282389,4.17,1.1e-05,7.5e-05,2.1e-05,0.00013,0.00019,0.066,       (2022 LX1),       (2022 LX1),
29106,59800,1.452,0.3421,1.34,60.29,240.57,13.27,54282390,1.75,0.00018,0.00036,0.0008,0.0026,0.0019,0.24,       (2022 LY1),       (2022 LY1),
29107,59800,1.839,0.5427,4.11,119.37,200.86,5.08,54282391,2.49,0.00062,0.0022,0.0031,0.011,0.0093,1.6,       (2022 LZ1),       (2022 LZ1),
29108,59736,1.595,0.3297,22.67,80.83,186.31,353.11,54282392,2.01,0.0021,0.0052,0.073,0.0063,0.0094,3.6,       (2022 LA2),       (2022 LA2),
29109,59736,1.66,0.4188,2.09,85.27,225.03,337.04,54282393,2.14,0.00086,0.0023,0.0033,0.00093,0.0023,1.6,       (2022 LB2),       (2022 LB2),
29110,59736,2.319,0.5568,11.41,83.72,194.98,354.01,54282394,3.53,0.0014,0.0074,0.019,0.00083,0.00065,6.2,       (2022 LC2),       (2022 LC2),
29111,59737,1.156,0.0929,35.89,76.98,179.99,357.75,54282642,1.24,0.0013,0.0018,0.082,0.0042,0.014,1.0,       (2022 LH2),       (2022 LH2),
29112,59800,1.135,0.0874,11.62,253.03,350.06,61.99,54282643,1.21,0.00018,0.00026,0.014,0.00041,0.029,0.15,       (2022 LJ2),       (2022 LJ2),
29113,59800,2.161,0.4592,8.31,270.03,35.47,357.65,54282644,3.18,0.00019,0.00082,0.0023,0.0037,0.0024,0.66,       (2022 LK2),       (2022 LK2),
29114,59800,1.963,0.5425,35.34,252.78,91.57,340.71,54282645,2.75,9e-05,0.00051,0.0094,0.0045,0.0064,0.39,       (2022 LL2),       (2022 LL2),
29115,59737,1.523,0.2566,0.99,266.83,339.83,3.98,54282646,1.88,0.0026,0.0068,0.0083,0.024,0.16,4.6,       (2022 LM2),       (2022 LM2),
29116,59800,1.963,0.5176,2.86,255.66,324.89,32.58,54282694,2.75,0.00024,0.00092,0.00098,0.00016,0.00013,0.71,       (2022 LU2),       (2022 LU2),
29117,59738,1.205,0.1756,17.34,251.19,312.04,38.92,54282696,1.32,0.0013,0.002,0.08,0.002,0.13,1.2,       (2022 LW2),       (2022 LW2),
29118,59800,1.687,0.3501,17.33,240.86,3.59,33.1,54282888,2.19,0.00028,0.00081,0.0085,0.00074,0.00047,0.58,       (2022 LX2),       (2022 LX2),
29119,59800,2.216,0.4403,4.22,336.04,279.5,26.74,54282887,3.3,0.00031,0.0014,0.0011,0.0066,0.0043,1.2,       (2022 LY2),       (2022 LY2),
29120,59737,1.323,0.1811,20.03,266.82,11.73,348.29,54282889,1.52,0.00066,0.0012,0.033,0.009,0.0095,0.77,       (2022 LZ2),       (2022 LZ2),
29121,59800,0.8354,0.2665,9.54,261.97,159.95,288.05,54282890,0.764,0.00016,7.4e-05,0.0087,0.0013,0.0035,0.037,       (2022 LA3),       (2022 LA3),
29122,59800,2.907,0.6556,23.04,238.82,334.68,18.19,54282891,4.96,0.00052,0.0044,0.0079,0.0046,0.0067,4.1,       (2022 LB3),       (2022 LB3),
29123,59800,2.904,0.5614,22.89,138.5,165.12,356.18,54282974,4.95,0.00019,0.0013,0.0024,0.005,0.0021,1.2,       (2022 LE3),       (2022 LE3),
29124,59800,1.035,0.2265,5.91,73.38,73.49,144.93,54282975,1.05,0.0011,0.00037,0.032,0.015,0.031,0.21,       (2022 LF3),       (2022 LF3),
29125,59800,1.764,0.4157,9.76,235.61,6.33,36.89,54282976,2.34,0.00058,0.0018,0.0097,0.0082,0.0025,1.3,       (2022 LG3),       (2022 LG3),
29126,59800,2.253,0.4327,3.3,152.94,189.46,354.86,54282977,3.38,0.0003,0.0015,0.0004,0.0076,0.021,1.2,       (2022 LL3),       (2022 LL3),
29127,59800,2.53,0.5455,13.49,91.56,165.62,17.05,54283041,4.02,0.00021,0.0012,0.0031,0.0019,0.00052,1.1,       (2022 LN3),       (2022 LN3),
29128,59800,1.698,0.4655,10.03,84.81,226.65,7.78,54283042,2.21,0.00033,0.00096,0.0049,5.8e-05,0.00041,0.68,       (2022 LO3),       (2022 LO3),
29129,59735,2.126,0.4592,8.63,273.84,2.62,357.48,54283043,3.1,0.0011,0.0047,0.011,0.02,0.0016,3.8,       (2022 LP3),       (2022 LP3),
29130,59734,1.216,0.1547,14.98,256.84,242.41,94.42,54283044,1.34,0.0013,0.0021,0.12,0.027,0.18,1.3,       (2022 LQ3),       (2022 LQ3),
29131,59800,2.199,0.4411,10.46,80.03,198.75,14.11,54283565,3.26,0.0007,0.0032,0.01,0.0083,0.0069,2.6,       (2022 LR3),       (2022 LR3),
29132,59800,2.271,0.5557,11.13,122.57,202.13,357.23,54289173,3.42,6.9e-05,0.00035,0.00089,0.00086,0.00062,0.29,       (2022 LG4),       (2022 LG4),
29133,59800,1.471,0.3714,17.18,283.33,121.63,302.27,54289939,1.78,5.9e-05,8.6e-05,0.0021,0.00035,0.0023,0.057,       (2022 LG5),       (2022 LG5),
29134,59800,0.916,0.1311,7.63,84.75,24.2,208.67,54285149,0.877,5.8e-05,3.6e-05,0.0049,0.00033,0.0026,0.019,       (2022 MA),       (2022 MA),
29135,59800,1.575,0.3444,10.67,260.27,9.24,23.62,54285295,1.98,0.00058,0.0014,0.012,0.0031,0.0017,0.98,       (2022 MB),       (2022 MB),
29136,59800,0.8075,0.3798,26.42,86.69,31.73,189.83,54285294,0.726,0.00025,7e-06,0.041,0.001,0.018,0.0035,       (2022 MC),       (2022 MC),
29137,59800,1.418,0.2808,12.64,98.46,147.16,41.09,54286182,1.69,0.00057,0.0012,0.018,0.00013,0.0095,0.76,       (2022 MD),       (2022 MD),
29138,59800,2.203,0.5964,5.46,263.07,62.44,1.01,54286245,3.27,0.00019,0.00098,0.0015,0.0007,0.00096,0.8,       (2022 MF),       (2022 MF),
29139,59750,1.241,0.204,18.63,88.87,115.27,43.12,54287655,1.38,0.00097,0.0017,0.06,0.0063,0.11,1.0,       (2022 MG),       (2022 MG),
29140,59800,1.046,0.3684,3.51,90.48,70.24,110.67,54287656,1.07,0.00019,0.00011,0.0019,0.00017,0.0018,0.06,       (2022 MH),       (2022 MH),
29141,59800,1.54,0.3391,19.82,94.57,210.33,8.22,54287657,1.91,0.00049,0.0012,0.016,0.00034,0.0095,0.79,       (2022 MJ),       (2022 MJ),
29142,59800,1.778,0.8591,11.1,122.81,282.26,350.15,54287658,2.37,0.00026,0.0014,0.0058,0.012,0.024,0.99,       (2022 MK),       (2022 MK),
29143,59800,1.253,0.194,16.08,92.57,215.23,7.25,54287660,1.4,0.00043,0.00068,0.022,0.0019,0.021,0.42,       (2022 ML),       (2022 ML),
29144,59800,1.566,0.6173,19.43,90.35,274.11,358.03,54287661,1.96,0.00037,0.0013,0.011,9.9e-05,0.0079,0.86,       (2022 MM),       (2022 MM),
29145,59800,2.162,0.6339,5.59,103.95,257.66,355.25,54287659,3.18,0.00011,0.00066,0.00069,0.00091,0.0026,0.53,       (2022 MN),       (2022 MN),
29146,59800,1.552,0.3333,6.13,148.15,237.92,297.99,54288263,1.93,0.00014,0.00026,0.0025,0.011,0.055,0.18,       (2022 MO),       (2022 MO),
29147,59800,0.8594,0.2025,14.55,95.51,349.34,247.39,54288264,0.797,4.8e-05,2.8e-05,0.0061,0.00025,0.0011,0.014,       (2022 MP),       (2022 MP),
29148,59800,0.9459,0.1301,23.58,94.55,321.94,274.95,54288265,0.92,7.5e-06,0.00013,0.034,0.00041,0.071,0.071,       (2022 MQ),       (2022 MQ),
29149,59800,2.142,0.5353,7.29,259.72,39.29,7.31,54288268,3.13,0.00078,0.0036,0.0078,0.002,0.0022,2.8,       (2022 MR),       (2022 MR),
29150,59800,1.597,0.3504,6.72,100.0,182.27,17.56,54288267,2.02,0.00024,0.00061,0.0034,0.00016,0.00026,0.42,       (2022 MS),       (2022 MS),
29151,59749,2.197,0.53,33.25,257.83,308.99,17.16,54288266,3.26,0.0071,0.035,0.21,0.0091,0.2,28.0,       (2022 MT),       (2022 MT),
29152,59762,2.165,0.5301,8.34,76.67,231.2,353.38,54288269,3.19,0.0016,0.0076,0.018,0.0034,0.003,6.1,       (2022 MU),       (2022 MU),
29153,59755,1.767,0.4569,20.22,272.93,309.31,19.86,54288270,2.35,0.00076,0.0025,0.023,0.0039,0.012,1.8,       (2022 MV),       (2022 MV),
29154,59800,2.128,0.4222,6.14,190.33,93.46,8.67,54288271,3.11,0.00054,0.0023,0.0047,0.025,0.039,1.9,       (2022 MW),       (2022 MW),
29155,59800,1.341,0.4789,18.21,100.99,270.08,342.81,54288272,1.55,0.00045,0.00083,0.017,0.0043,0.0051,0.53,       (2022 MX),       (2022 MX),
29156,59800,2.287,0.5447,1.21,241.59,50.91,7.63,54288273,3.46,0.00061,0.0031,0.0011,0.0012,0.0018,2.6,       (2022 MY),       (2022 MY),
29157,59800,1.659,0.3563,3.91,135.12,164.59,7.63,54288274,2.14,0.0003,0.00082,0.0024,0.0015,0.002,0.58,       (2022 MZ),       (2022 MZ),
29158,59800,1.544,0.3717,22.35,98.48,225.77,358.35,54288275,1.92,0.00017,0.00041,0.006,0.00067,0.0046,0.28,       (2022 MA1),       (2022 MA1),
29159,59800,1.954,0.4558,4.92,97.52,188.45,11.79,54288276,2.73,0.0008,0.003,0.0062,9.9e-05,0.00069,2.3,       (2022 MB1),       (2022 MB1),
29160,59800,2.736,0.5819,16.35,93.35,229.61,359.78,54288289,4.52,0.00091,0.0064,0.016,0.0062,0.011,5.8,       (2022 ME1),       (2022 ME1),
29161,59754,1.792,0.481,12.63,137.82,74.54,20.35,54288290,2.4,0.0023,0.008,0.056,0.046,0.072,5.9,       (2022 MF1),       (2022 MF1),
29162,59753,2.261,0.607,2.37,71.71,278.92,342.03,54288291,3.4,0.00093,0.0052,0.0031,0.015,0.019,4.3,       (2022 MG1),       (2022 MG1),
29163,59800,1.775,0.3236,28.72,109.1,213.62,355.84,54288292,2.37,0.00043,0.0013,0.017,0.00093,0.012,0.95,       (2022 MH1),       (2022 MH1),
29164,59751,1.397,0.2503,23.88,262.69,54.46,330.36,54288293,1.65,0.0021,0.0046,0.12,0.0014,0.17,3.0,       (2022 MJ1),       (2022 MJ1),
29165,59800,1.794,0.4361,3.19,297.52,6.35,7.98,54288294,2.4,0.00071,0.0022,0.0035,0.0073,0.0054,1.7,       (2022 MK1),       (2022 MK1),
29166,59750,1.606,0.6279,2.67,248.75,275.69,29.85,54288618,2.04,0.0019,0.0063,0.0084,0.023,0.034,4.4,       (2022 ML1),       (2022 ML1),
29167,59800,0.9946,0.3366,5.63,91.86,298.71,321.48,54288619,0.992,0.00091,0.00022,0.018,0.01,0.0099,0.12,       (2022 MM1),       (2022 MM1),
29168,59800,1.955,0.5157,2.34,99.16,213.92,4.45,54288620,2.73,9.4e-05,0.00036,0.00016,0.00025,0.00028,0.27,       (2022 MN1),       (2022 MN1),
29169,59800,0.9457,0.3487,4.04,256.68,136.46,326.14,54288621,0.92,0.00096,0.00018,0.02,0.035,0.0089,0.098,       (2022 MO1),       (2022 MO1),
29170,59800,1.207,0.2698,9.29,99.0,101.1,78.66,54288622,1.33,0.00047,0.00059,0.014,0.00054,0.014,0.36,       (2022 MP1),       (2022 MP1),
29171,59800,2.57,0.6174,6.55,191.9,121.29,2.6,54288623,4.12,9.8e-05,0.00066,0.00087,0.0023,0.0022,0.58,       (2022 MR1),       (2022 MR1),
29172,59755,1.425,0.6524,23.63,206.3,302.04,40.27,54288624,1.7,0.0019,0.0059,0.041,0.095,0.12,3.8,       (2022 MS1),       (2022 MS1),
29173,59800,0.8874,0.2336,16.62,267.7,213.24,189.75,54288746,0.836,0.00035,5.3e-05,0.044,0.00071,0.026,0.028,       (2022 MU1),       (2022 MU1),
29174,59800,2.219,0.4835,14.03,261.38,9.54,12.41,54288744,3.31,0.00062,0.0029,0.011,0.0046,0.0015,2.4,       (2022 MV1),       (2022 MV1),
29175,59800,2.701,0.5815,17.27,131.24,175.62,1.32,54288745,4.44,0.00023,0.0015,0.0038,0.0039,0.0059,1.3,       (2022 MW1),       (2022 MW1),
29176,59800,2.199,0.4466,13.66,113.39,179.93,9.54,54289131,3.26,0.00024,0.0011,0.0042,0.0022,0.0019,0.87,       (2022 MY1),       (2022 MY1),
29177,59756,1.231,0.2981,39.99,275.41,82.31,311.97,54289133,1.37,0.001,0.0024,0.076,0.0076,0.21,1.5,       (2022 MZ1),       (2022 MZ1),
29178,59754,2.071,0.5233,4.2,111.66,103.11,15.17,54289132,2.98,0.0052,0.023,0.031,0.057,0.065,18.0,       (2022 MB2),       (2022 MB2),
29179,59800,2.651,0.5745,4.4,83.23,177.95,13.92,54289134,4.32,0.00023,0.0015,0.0011,0.00069,0.00024,1.4,       (2022 ME2),       (2022 ME2),
29180,59800,0.901,0.2613,9.74,271.45,218.54,172.06,54289135,0.855,0.0004,9e-05,0.017,0.0016,0.0086,0.047,       (2022 MF2),       (2022 MF2),
29181,59800,2.0,0.3974,1.9,249.09,26.34,13.61,54289136,2.83,0.00028,0.0011,0.001,0.00055,0.0031,0.87,       (2022 MJ2),       (2022 MJ2),
29182,59800,1.478,0.4947,4.8,214.44,181.59,329.65,54289175,1.8,0.00019,0.00047,0.002,0.022,0.026,0.32,       (2022 MN2),       (2022 MN2),
29183,59800,1.56,0.3725,25.91,133.34,239.07,316.56,54289176,1.95,0.00031,0.00082,0.015,0.018,0.025,0.56,       (2022 MO2),       (2022 MO2),
29184,59800,0.985,0.1851,1.07,163.12,351.4,143.98,54289177,0.978,0.00024,1.7e-05,0.0015,0.016,0.02,0.0094,       (2022 MP2),       (2022 MP2),
29185,59800,0.9235,0.236,26.52,102.28,352.44,239.87,54289174,0.887,5e-05,0.00026,0.073,0.016,0.043,0.14,       (2022 MS2),       (2022 MS2),
29186,59760,2.037,0.5317,7.44,167.17,172.88,341.02,54289469,2.91,0.0012,0.005,0.011,0.034,0.033,3.9,       (2022 MU2),       (2022 MU2),
29187,59756,2.1,0.4734,4.03,192.09,91.95,356.49,54289510,3.04,0.0036,0.015,0.024,0.061,0.077,12.0,       (2022 MX2),       (2022 MX2),
29188,59761,2.224,0.5336,0.61,207.32,105.7,351.79,54289513,3.32,0.0019,0.0091,0.0017,0.034,0.028,7.5,       (2022 MY2),       (2022 MY2),
29189,59758,2.277,0.4769,5.07,118.82,152.67,2.68,54289512,3.44,0.0016,0.0077,0.012,0.0077,0.013,6.4,       (2022 MZ2),       (2022 MZ2),
29190,59764,2.087,0.5185,10.31,294.67,23.32,350.79,54289511,3.02,0.0014,0.0059,0.017,0.0096,0.0089,4.7,       (2022 MA3),       (2022 MA3),
29191,59800,1.285,0.2366,22.54,99.21,217.72,2.89,54289514,1.46,0.00057,0.00096,0.029,5.9e-05,0.036,0.6,       (2022 MB3),       (2022 MB3),
29192,59758,1.757,0.464,5.03,99.36,134.69,14.39,54289515,2.33,0.0012,0.0036,0.0095,0.00062,0.00056,2.6,       (2022 MD3),       (2022 MD3),
29193,59800,1.734,0.4444,3.77,98.52,214.85,4.45,54289572,2.28,0.0001,0.00031,0.0013,0.00012,0.0004,0.22,       (2022 MJ3),       (2022 MJ3),
29194,59759,1.796,0.3772,13.32,100.41,176.87,1.03,54289573,2.41,0.0011,0.0036,0.026,0.0056,0.0021,2.7,       (2022 MK3),       (2022 MK3),
29195,59800,0.9702,0.0812,1.19,308.66,134.6,239.2,54289574,0.956,4.4e-05,2.5e-05,0.00069,0.0042,0.0046,0.014,       (2022 ML3),       (2022 ML3),
29196,59760,2.017,0.474,6.0,268.47,27.75,354.83,54289575,2.87,0.0012,0.0048,0.011,0.0021,0.0019,3.7,       (2022 MM3),       (2022 MM3),
29197,59760,1.98,0.4155,7.73,79.72,210.37,355.98,54289576,2.79,0.0041,0.016,0.056,0.019,0.061,12.0,       (2022 MN3),       (2022 MN3),
29198,59800,2.118,0.4707,6.96,271.7,13.54,8.78,54289577,3.08,0.00012,0.00051,0.0012,0.00092,0.00073,0.4,       (2022 MO3),       (2022 MO3),
29199,59761,1.798,0.4511,6.84,281.9,316.78,13.73,54289578,2.41,0.0016,0.0053,0.018,0.003,0.0051,3.9,       (2022 MP3),       (2022 MP3),
29200,59800,1.247,0.1847,23.99,274.42,324.07,54.47,54289579,1.39,0.00057,0.00093,0.033,0.0024,0.053,0.57,       (2022 MR3),       (2022 MR3),
29201,59762,1.891,0.4947,5.76,273.55,77.27,336.23,54289580,2.6,0.0034,0.012,0.034,0.022,0.04,9.3,       (2022 MS3),       (2022 MS3),
29202,59761,1.431,0.1587,8.88,301.23,358.32,348.2,54289639,1.71,0.00061,0.0016,0.025,0.0041,0.064,1.1,       (2022 MY3),       (2022 MY3),
29203,59760,2.284,0.5721,7.91,127.23,194.15,350.89,54289640,3.45,0.0098,0.052,0.078,0.13,0.13,43.0,       (2022 MZ3),       (2022 MZ3),
29204,59761,2.29,0.4847,5.87,250.08,7.11,7.98,54289641,3.47,0.0031,0.015,0.026,0.039,0.067,12.0,       (2022 MA4),       (2022 MA4),
29205,59759,2.15,0.4174,6.4,303.01,337.14,0.48,54289644,3.15,0.0017,0.0074,0.019,0.0062,0.027,6.0,       (2022 MC4),       (2022 MC4),
29206,59760,2.338,0.8726,44.67,68.88,326.59,342.18,54289649,3.58,0.0035,0.053,0.81,0.091,0.12,45.0,       (2022 MD4),       (2022 MD4),
29207,59762,2.396,0.5596,13.5,132.64,167.63,357.96,54289653,3.71,0.0018,0.01,0.025,0.031,0.012,8.6,       (2022 ME4),       (2022 ME4),
29208,59800,0.9019,0.4089,5.99,287.19,218.39,138.14,54289645,0.856,0.00099,4.7e-05,0.021,0.0014,0.0051,0.025,       (2022 NA),       (2022 NA),
29209,59800,1.299,0.3052,1.09,206.36,143.95,344.63,54289650,1.48,0.00046,0.00068,0.0015,0.029,0.032,0.42,       (2022 NC),       (2022 NC),
29210,59800,2.058,0.4991,4.48,271.14,355.18,16.74,54289654,2.95,0.00075,0.0031,0.0047,0.0014,0.0019,2.5,       (2022 ND),       (2022 ND),
29211,59800,2.218,0.5729,0.36,276.56,43.21,1.67,54289651,3.3,0.00019,0.00097,0.00072,0.013,0.014,0.79,       (2022 NE),       (2022 NE),
29212,59800,2.414,0.6086,2.5,105.95,214.73,1.31,54289652,3.75,0.00014,0.00084,0.00032,0.00028,0.00055,0.71,       (2022 NF),       (2022 NF),
29213,59800,1.178,0.2554,0.78,267.46,299.78,75.02,54289700,1.28,0.00034,0.00037,0.0009,0.0025,0.0076,0.22,       (2022 NG),       (2022 NG),
29214,59800,2.202,0.5517,8.4,106.07,208.56,2.26,54289701,3.27,0.00041,0.002,0.0044,0.0002,0.00015,1.6,       (2022 NH),       (2022 NH),
29215,59800,1.846,0.4657,7.56,114.39,204.64,1.09,54289702,2.51,0.00027,0.0009,0.0029,0.00038,0.00092,0.67,       (2022 NJ),       (2022 NJ),
29216,59800,1.056,0.1965,21.26,100.21,270.79,325.68,54289714,1.08,0.00041,0.00043,0.042,0.00017,0.073,0.24,       (2022 NK),       (2022 NK),
29217,59766,2.304,0.5496,14.01,104.96,164.55,3.32,54289717,3.5,0.0011,0.0057,0.017,0.0004,0.002,4.7,       (2022 NO),       (2022 NO),
29218,59766,1.588,0.4938,8.45,119.0,91.52,25.69,54289716,2.0,0.002,0.0054,0.032,0.0073,0.024,3.7,       (2022 NP),       (2022 NP),
29219,59766,2.787,0.6254,3.03,290.75,6.5,357.66,54289715,4.65,0.0012,0.009,0.0038,0.003,0.0016,8.2,       (2022 NQ),       (2022 NQ),
29220,59800,1.316,0.2682,11.1,107.33,221.68,355.51,54289718,1.51,7.9e-05,0.00013,0.0029,1.1e-05,0.00032,0.079,       (2022 NR),       (2022 NR),
29221,59800,1.503,0.4481,6.79,110.82,242.55,349.94,54289749,1.84,0.00048,0.0011,0.0057,0.0003,0.0019,0.72,       (2022 NS),       (2022 NS),
29222,59766,2.165,0.6999,8.61,143.02,228.39,343.43,54289753,3.19,0.0023,0.014,0.018,0.035,0.039,12.0,       (2022 NU),       (2022 NU),
29223,59767,0.9073,0.1919,31.37,283.78,219.61,129.17,54289752,0.864,0.0005,0.0029,0.66,0.06,1.1,1.5,       (2022 NV),       (2022 NV),
29224,59800,0.8446,0.2291,6.05,118.38,338.18,233.76,54289751,0.776,0.00039,0.00023,0.014,0.0053,0.0038,0.12,       (2022 NX),       (2022 NX),
29225,59766,1.378,0.3081,10.26,111.87,217.5,334.78,54289750,1.62,0.0018,0.0032,0.043,0.0052,0.03,2.1,       (2022 NY),       (2022 NY),
