,epoch_mjd,a,e,i,om,w,ma,spkid,per_y,sigma_e,sigma_a,sigma_i,sigma_om,sigma_w,sigma_per,full_name,number_mp,designation
28907,59800,1.218,0.2056,8.06,223.31,315.31,101.07,54278177,1.34,8.3e-05,0.00012,0.0027,0.00015,0.0026,0.071,       (2022 JS),       (2022 JS),
28908,59800,0.9194,0.1881,3.2,233.86,207.3,234.35,54278223,0.882,0.0001,3.2e-05,0.0022,0.0016,0.00073,0.017,       (2022 JT),       (2022 JT),
28909,59707,2.108,0.4968,1.45,252.74,339.43,358.22,54278225,3.06,0.0015,0.0065,0.0032,0.0054,0.0011,5.1,       (2022 JU),       (2022 JU),
28910,59800,1.497,0.411,3.67,225.47,303.24,74.8,54278226,1.83,0.00034,0.00074,0.0025,9.7e-05,0.0012,0.5,       (2022 JV),       (2022 JV),
28911,59704,1.949,0.4877,40.55,67.55,224.36,345.38,54278224,2.72,0.036,0.15,0.68,0.49,1.4,110.0,       (2022 JW),       (2022 JW),
28912,59706,2.837,0.9581,43.0,226.92,213.05,8.52,54278256,4.78,0.0015,0.085,0.42,0.0048,0.0099,78.0,       (2022 JX),       (2022 JX),
28913,59800,1.56,0.4232,0.52,49.39,253.47,15.0,54278257,1.95,0.00048,0.0012,0.00049,0.0018,0.0026,0.8,       (2022 JY),       (2022 JY),
28914,59800,1.467,0.2669,20.99,230.96,18.93,34.83,54278306,1.78,6.7e-05,0.00015,0.0027,0.0009,0.0011,0.099,       (2022 JZ),       (2022 JZ),
28915,59800,0.8313,0.2811,3.42,198.18,234.19,257.25,54278307,0.758,0.00039,0.00018,0.0058,0.0031,0.0071,0.089,       (2022 JA1),       (2022 JA1),
28916,59800,1.112,0.1912,21.12,52.22,97.37,134.61,54278308,1.17,0.00021,0.00032,0.02,0.00059,0.044,0.18,       (2022 JB1),       (2022 JB1),
28917,59800,2.441,0.5805,11.49,57.16,173.34,22.94,54278309,3.81,0.00072,0.0043,0.0092,0.00059,0.00096,3.6,       (2022 JC1),       (2022 JC1),
28918,59800,1.244,0.2897,14.9,48.39,244.8,27.14,54278310,1.39,0.00021,0.0003,0.0083,0.00027,0.0064,0.18,       (2022 JD1),       (2022 JD1),
28919,59800,1.407,0.2744,6.35,97.72,165.91,30.76,54278311,1.67,3.6e-05,7.1e-05,0.00064,0.00012,3.6e-05,0.046,       (2022 JE1),       (2022 JE1),
28920,59800,1.717,0.386,4.36,173.45,65.93,34.97,54278312,2.25,0.00058,0.0017,0.0054,0.0021,0.0039,1.2,       (2022 JF1),       (2022 JF1),
28921,59800,1.972,0.5119,10.7,132.74,38.73,49.12,54278314,2.77,0.0004,0.0017,0.0063,0.017,0.02,1.3,       (2022 JG1),       (2022 JG1),
28922,59800,1.507,0.3653,12.99,148.78,18.4,77.97,54278313,1.85,0.00011,0.00026,0.0029,0.0068,0.0084,0.18,       (2022 JH1),       (2022 JH1),
28923,59800,1.793,0.6284,21.68,80.2,53.08,62.07,54278315,2.4,0.00011,0.00053,0.005,0.0032,0.006,0.39,       (2022 JJ1),       (2022 JJ1),
28924,59800,2.71,0.5696,19.39,178.37,92.86,8.72,54278316,4.46,1.6e-05,0.00012,0.00051,0.00039,0.0007,0.11,       (2022 JK1),       (2022 JK1),
28925,59800,0.9649,0.3669,15.35,222.33,244.72,175.39,54278317,0.948,0.00068,0.00034,0.039,0.0046,0.022,0.18,       (2022 JL1),       (2022 JL1),
28926,59800,1.773,0.3808,17.63,83.87,137.44,40.99,54278318,2.36,0.00016,0.00052,0.0049,0.00018,0.0034,0.38,       (2022 JM1),       (2022 JM1),
28927,59800,1.794,0.3702,24.9,69.55,177.07,28.06,54278347,2.4,0.00013,0.0004,0.0041,0.00071,0.00078,0.29,       (2022 JN1),       (2022 JN1),
28928,59800,2.584,0.6457,8.81,49.61,220.2,14.39,54278349,4.15,0.00028,0.0019,0.0023,6.5e-05,0.0046,1.7,       (2022 JO1),       (2022 JO1),
28929,59709,1.793,0.5181,35.24,52.77,233.91,342.04,54278351,2.4,0.0016,0.0059,0.052,0.00052,0.056,4.3,       (2022 JP1),       (2022 JP1),
28930,59800,1.008,0.0661,8.94,61.61,56.53,192.08,54278350,1.01,2.7e-05,2.2e-05,0.0061,0.00043,0.015,0.012,       (2022 JQ1),       (2022 JQ1),
28931,59713,1.339,0.5713,19.25,227.22,258.9,38.85,54278352,1.55,0.00061,0.0014,0.022,0.00012,0.013,0.89,       (2022 JR1),       (2022 JR1),
28932,59709,1.219,0.3108,38.08,228.56,82.78,311.16,54278444,1.35,0.00072,0.0016,0.055,0.00038,0.13,0.96,       (2022 JT1),       (2022 JT1),
28933,59800,0.9727,0.203,6.77,66.68,292.33,342.63,54278445,0.959,4e-05,2.1e-06,0.0014,0.00043,0.00063,0.0012,       (2022 JU1),       (2022 JU1),
28934,59800,0.8287,0.2796,3.42,55.12,326.61,344.27,54278443,0.754,0.00013,6e-05,0.0018,0.00031,0.00022,0.03,       (2022 JV1),       (2022 JV1),
28935,59800,1.57,0.3485,8.19,222.12,4.81,46.52,54278446,1.97,0.00053,0.0013,0.0095,0.00096,0.0038,0.9,       (2022 JW1),       (2022 JW1),
28936,59800,2.074,0.4036,1.9,84.69,152.47,27.53,54278447,2.99,0.00016,0.00069,0.00053,0.001,0.0023,0.55,       (2022 JX1),       (2022 JX1),
28937,59800,2.126,0.5745,2.86,218.59,324.8,39.89,54278656,3.1,0.00028,0.0013,0.001,0.0011,0.0011,1.1,       (2022 JY1),       (2022 JY1),
28938,59800,1.934,0.5011,26.25,189.78,328.35,66.24,54278657,2.69,5.7e-08,2.1e-08,1.6e-05,2.6e-05,4.2e-05,1.6e-05,       (2022 JA2),       (2022 JA2),
28939,59800,2.067,0.5071,6.04,204.43,57.49,20.66,54278661,2.97,0.0005,0.0021,0.0047,0.0008,0.00092,1.7,       (2022 JB2),       (2022 JB2),
28940,59800,1.822,0.4499,8.53,217.72,48.05,23.16,54278659,2.46,0.00074,0.0025,0.011,0.0012,0.0018,1.8,       (2022 JC2),       (2022 JC2),
28941,59800,1.299,0.4896,7.18,342.61,126.31,116.69,54278660,1.48,0.00036,0.00076,0.0033,0.035,0.044,0.47,       (2022 JD2),       (2022 JD2),
28942,59709,1.307,0.367,12.11,213.43,94.79,318.11,54278658,1.49,0.0026,0.0041,0.082,0.012,0.047,2.6,       (2022 JE2),       (2022 JE2),
28943,59800,1.08,0.2725,0.78,95.14,40.54,142.0,54278662,1.12,0.00041,0.00026,0.0014,0.012,0.015,0.15,       (2022 JF2),       (2022 JF2),
28944,59800,0.7561,0.6597,7.14,144.33,285.93,250.01,54278663,0.657,9.5e-05,7.6e-06,0.0012,0.006,0.0047,0.0036,       (2022 JG2),       (2022 JG2),
28945,59800,1.557,0.2942,5.85,79.72,163.22,38.08,54278699,1.94,0.0003,0.00076,0.0045,0.0011,0.0032,0.52,       (2022 JH2),       (2022 JH2),
28946,59800,0.972,0.2571,30.21,55.75,311.07,334.47,54278698,0.958,0.00012,0.00026,0.04,0.0064,0.049,0.14,       (2022 JJ2),       (2022 JJ2),
28947,59711,1.786,0.4533,5.69,223.48,333.99,11.78,54278697,2.39,0.0015,0.0047,0.014,0.0023,0.006,3.4,       (2022 JK2),       (2022 JK2),
28948,59711,2.347,0.633,1.43,186.08,350.55,10.85,54278696,3.6,0.0021,0.013,0.0034,0.048,0.047,11.0,       (2022 JL2),       (2022 JL2),
28949,59705,2.687,0.8609,7.34,225.6,111.49,350.28,54279029,4.4,0.00093,0.015,0.011,0.00018,0.0057,14.0,       (2022 JM2),       (2022 JM2),
28950,59800,2.42,0.592,30.92,64.02,124.11,31.15,54279031,3.77,0.00027,0.0016,0.0068,0.0014,0.0073,1.4,       (2022 JO2),       (2022 JO2),
28951,59800,0.9011,0.4022,13.49,253.96,150.14,282.81,54279034,0.855,5e-05,7.3e-06,0.0025,0.0032,0.0032,0.0038,       (2022 JP2),       (2022 JP2),
28952,59800,1.706,0.3956,5.58,273.51,29.42,2.4,54279032,2.23,1.1e-07,3.8e-08,1.2e-05,0.00013,0.00014,2.7e-05,       (2022 JQ2),       (2022 JQ2),
28953,59800,1.696,0.6489,19.69,110.64,10.96,74.8,54279033,2.21,0.00032,0.0011,0.015,0.025,0.02,0.77,       (2022 JR2),       (2022 JR2),
28954,59800,1.721,0.5024,13.39,216.84,301.32,66.09,54279062,2.26,8.2e-05,0.00025,0.0017,0.00063,0.00019,0.18,       (2022 JU2),       (2022 JU2),
28955,59800,3.124,0.7648,24.9,39.68,130.49,24.71,54279460,5.52,7.5e-05,0.00091,0.0017,0.00096,0.001,0.88,       (2022 JV2),       (2022 JV2),
28956,59800,0.9444,0.1893,8.25,224.57,234.43,211.41,54279459,0.918,0.00013,1.8e-05,0.0071,0.0017,0.001,0.0094,       (2022 JW2),       (2022 JW2),
28957,59800,1.037,0.2752,8.15,68.51,277.0,358.65,54279762,1.06,0.00039,0.00018,0.011,0.003,0.0036,0.099,       (2022 KA),       (2022 KA),
28958,59717,1.362,0.3919,26.32,234.44,289.05,34.67,54279763,1.59,0.00059,0.0013,0.027,0.0005,0.035,0.81,       (2022 KB),       (2022 KB),
28959,59717,2.171,0.5516,2.17,60.31,135.48,10.03,54279764,3.2,0.00091,0.0044,0.0027,0.0018,0.0021,3.5,       (2022 KC),       (2022 KC),
28960,59800,1.066,0.1695,14.77,234.07,263.75,151.88,54279765,1.1,0.00011,0.00012,0.01,0.0012,0.02,0.069,       (2022 KD),       (2022 KD),
28961,59717,1.672,0.4597,9.29,57.55,120.78,20.88,54279766,2.16,0.00078,0.0023,0.012,0.0018,0.0097,1.6,       (2022 KE),       (2022 KE),
28962,59718,1.123,0.6602,22.21,233.3,233.26,49.12,54279767,1.19,0.00077,0.0015,0.045,0.0023,0.016,0.87,       (2022 KF),       (2022 KF),
28963,59800,1.028,0.2491,11.44,60.65,72.89,152.74,54279768,1.04,0.00014,8.1e-05,0.0075,0.00031,0.0071,0.045,       (2022 KG),       (2022 KG),
28964,59800,1.358,0.3309,25.42,60.58,236.63,19.97,54279793,1.58,0.00022,0.00043,0.0098,3.3e-05,0.012,0.28,       (2022 KH),       (2022 KH),
28965,59800,1.984,0.5667,10.02,235.91,63.23,12.52,54279794,2.8,0.00063,0.0027,0.0086,0.00039,0.0013,2.0,       (2022 KJ),       (2022 KJ),
28966,59800,2.211,0.6166,2.49,60.61,238.55,10.92,54279795,3.29,0.00051,0.0027,0.0018,2.6e-05,0.0016,2.2,       (2022 KK),       (2022 KK),
28967,59800,2.347,0.4934,5.6,82.52,187.4,11.52,54279834,3.6,1.6e-05,8e-05,0.00011,9.9e-05,0.00029,0.067,       (2022 KL),       (2022 KL),
28968,59800,2.103,0.4638,7.94,70.94,211.05,10.27,54279835,3.05,1.9e-05,8e-05,0.00023,0.00011,0.00016,0.063,       (2022 KM),       (2022 KM),
28969,59800,1.684,0.392,10.46,62.74,209.05,21.38,54279836,2.18,0.00059,0.0017,0.011,0.0031,0.0014,1.2,       (2022 KN),       (2022 KN),
28970,59800,0.9284,0.2028,14.35,59.15,347.85,285.97,54279840,0.895,0.00044,5.4e-05,0.052,0.0015,0.015,0.028,       (2022 KO),       (2022 KO),
28971,59720,2.29,0.8106,4.66,61.54,70.66,13.16,54279838,3.46,0.00056,0.0056,0.0044,0.00069,0.0017,4.6,       (2022 KP),       (2022 KP),
28972,59800,2.173,0.5304,7.63,236.36,46.73,11.72,54279839,3.2,0.00011,0.00052,0.0012,0.00036,0.00041,0.42,       (2022 KQ),       (2022 KQ),
28973,59800,1.344,0.3026,1.97,242.91,296.78,83.64,54279837,1.56,0.00057,0.001,0.0036,0.00081,0.04,0.64,       (2022 KR),       (2022 KR),
28974,59800,1.208,0.2526,2.48,242.19,291.58,100.91,54279841,1.33,0.00015,0.00019,0.0014,9.4e-05,0.0017,0.11,       (2022 KS),       (2022 KS),
28975,59800,1.986,0.4807,1.18,245.4,12.1,22.38,54279842,2.8,0.00064,0.0025,0.0011,0.0005,0.0018,1.9,       (2022 KT),       (2022 KT),
28976,59800,1.992,0.4272,5.15,95.74,177.56,15.39,54279922,2.81,0.00011,0.00042,0.00094,0.00014,0.00074,0.33,       (2022 KU),       (2022 KU),
28977,59800,1.687,0.4106,15.34,65.3,207.04,23.0,54279923,2.19,0.00021,0.00059,0.0048,0.00018,0.0017,0.42,       (2022 KV),       (2022 KV),
28978,59800,0.9282,0.3231,4.78,230.73,201.52,242.25,54279924,0.894,0.00014,2.1e-05,0.0027,0.00092,0.0015,0.011,       (2022 KW),       (2022 KW),
28979,59800,2.065,0.6306,7.87,242.05,70.86,10.13,54279925,2.97,0.00024,0.0012,0.0024,9.5e-05,0.00022,0.92,       (2022 KX),       (2022 KX),
28980,59800,1.421,0.3436,12.34,62.2,228.26,21.37,54279926,1.69,0.00018,0.00036,0.0048,1.6e-05,0.0022,0.23,       (2022 KY),       (2022 KY),
28981,59800,1.395,0.3865,10.78,64.53,243.96,15.62,54279931,1.65,0.00027,0.00052,0.0057,0.00021,0.0044,0.34,       (2022 KZ),       (2022 KZ),
28982,59800,2.116,0.4977,9.09,275.62,346.68,17.9,54279930,3.08,0.00016,0.00069,0.002,0.00033,4.3e-05,0.55,       (2022 KA1),       (2022 KA1),
28983,59800,2.535,0.6982,2.9,65.02,249.88,6.81,54279929,4.04,0.00073,0.0056,0.0025,0.00078,0.0018,4.9,       (2022 KB1),       (2022 KB1),
28984,59800,2.3,0.5952,4.54,244.96,40.32,12.0,54279928,3.49,0.0005,0.0027,0.0028,0.00059,0.0024,2.3,       (2022 KC1),       (2022 KC1),
28985,59800,1.644,0.4373,4.47,65.52,229.57,15.72,54279927,2.11,0.00019,0.0005,0.0015,6.9e-05,0.00013,0.35,       (2022 KD1),       (2022 KD1),
28986,59800,1.047,0.2699,22.51,62.44,60.9,166.59,54279932,1.07,4.5e-05,4.9e-05,0.0056,0.0013,0.0051,0.027,       (2022 KE1),       (2022 KE1),
28987,59724,1.548,0.3152,18.63,75.45,136.36,12.75,54279933,1.93,0.0012,0.0031,0.042,0.014,0.046,2.1,       (2022 KF1),       (2022 KF1),
28988,59800,0.9118,0.2394,11.72,241.04,230.87,194.2,54279934,0.871,0.0001,9.8e-06,0.0067,0.00017,0.0034,0.0051,       (2022 KG1),       (2022 KG1),
28989,59800,1.063,0.3078,7.44,242.24,110.43,354.19,54279935,1.1,0.00029,0.00017,0.0076,8.7e-05,0.0038,0.097,       (2022 KH1),       (2022 KH1),
28990,59728,1.888,0.5695,16.74,171.06,335.19,29.12,54279936,2.59,0.00076,0.0034,0.0097,0.04,0.059,2.6,       (2022 KJ1),       (2022 KJ1),
28991,59800,1.623,0.4499,21.72,63.43,262.5,358.77,54280028,2.07,0.00056,0.0016,0.025,0.0042,0.013,1.1,       (2022 KK1),       (2022 KK1),
28992,59800,1.069,0.1914,15.5,240.0,274.2,135.45,54280029,1.1,0.00011,0.0001,0.0081,0.0003,0.014,0.059,       (2022 KL1),       (2022 KL1),
28993,59800,1.071,0.2766,16.53,74.01,281.84,346.44,54280030,1.11,0.00017,0.00014,0.01,0.00097,0.01,0.082,       (2022 KM1),       (2022 KM1),
28994,59800,1.324,0.3563,2.34,57.61,107.19,90.24,54280031,1.52,0.0006,0.001,0.0038,0.002,0.042,0.65,       (2022 KN1),       (2022 KN1),
28995,59800,1.603,0.463,13.94,60.59,267.05,357.66,54280032,2.03,0.00011,0.00029,0.0037,0.0015,0.00069,0.2,       (2022 KO1),       (2022 KO1),
28996,59800,1.517,0.3172,7.43,227.5,26.98,34.79,54280033,1.87,0.0003,0.00069,0.0053,0.00055,0.0014,0.47,       (2022 KU1),       (2022 KU1),
28997,59800,1.642,0.5239,12.12,83.85,242.11,6.85,54280034,2.1,0.00056,0.0016,0.0094,0.00059,0.0043,1.1,       (2022 KV1),       (2022 KV1),
28998,59800,2.114,0.5434,5.58,217.9,84.61,7.93,54280035,3.07,0.00024,0.0011,0.0022,0.0023,0.0022,0.87,       (2022 KW1),       (2022 KW1),
28999,59800,2.116,0.3891,7.66,65.23,139.58,38.13,54280036,3.08,0.00022,0.001,0.0038,0.0032,0.0081,0.81,       (2022 KY1),       (2022 KY1),
29000,59724,1.644,0.5631,31.33,63.67,262.31,334.68,54280038,2.11,0.00097,0.0035,0.039,0.00054,0.04,2.5,       (2022 KZ1),       (2022 KZ1),
29001,59800,1.06,0.2579,12.56,238.62,266.55,137.0,54280039,1.09,0.00021,0.00016,0.01,0.00011,0.011,0.088,       (2022 KA2),       (2022 KA2),
29002,59800,1.323,0.171,19.72,226.19,280.97,131.37,54280040,1.52,1.8e-05,3.3e-05,0.0013,0.00085,0.0025,0.021,       (2022 KB2),       (2022 KB2),
29003,59800,1.092,0.2046,8.8,239.38,273.11,133.23,54280041,1.14,0.00012,0.0001,0.0053,9.9e-05,0.0063,0.059,       (2022 KC2),       (2022 KC2),
29004,59800,1.848,0.4435,5.44,70.51,188.25,24.03,54280046,2.51,0.00019,0.00062,0.0016,1.9e-05,0.00041,0.46,       (2022 KD2),       (2022 KD2),
29005,59723,1.554,0.6753,10.36,215.53,152.64,308.71,54280044,1.94,0.0015,0.0023,0.057,0.063,0.015,1.6,       (2022 KE2),       (2022 KE2),
29006,59722,2.025,0.612,7.82,227.22,301.34,17.73,54280043,2.88,0.0054,0.025,0.051,0.015,0.024,20.0,       (2022 KF2),       (2022 KF2),
29007,59800,1.09,0.4551,2.5,255.56,231.91,126.69,54280045,1.14,0.00066,0.0006,0.005,0.0086,0.011,0.34,       (2022 KG2),       (2022 KG2),
29008,59725,1.512,0.3281,23.94,220.22,337.98,19.75,54280047,1.86,0.0028,0.0066,0.093,0.035,0.088,4.4,       (2022 KH2),       (2022 KH2),
29009,59721,1.2,0.5132,3.12,58.86,75.26,46.07,54280221,1.31,0.00077,0.0011,0.0054,0.0003,0.0026,0.63,       (2022 KK2),       (2022 KK2),
29010,59800,1.346,0.3133,5.7,233.17,312.38,78.56,54280222,1.56,0.00025,0.00043,0.0036,0.0012,0.0038,0.27,       (2022 KV2),       (2022 KV2),
29011,59800,1.645,0.4275,1.28,78.79,121.8,51.52,54280223,2.11,0.00018,0.00049,0.00044,0.00013,0.00032,0.34,       (2022 KW2),       (2022 KW2),
29012,59800,1.044,0.2417,0.93,44.58,94.91,145.99,54280224,1.07,0.00018,8.2e-05,0.0007,0.0013,0.003,0.046,       (2022 KX2),       (2022 KX2),
29013,59726,1.444,0.2933,9.6,220.82,344.81,20.79,54280225,1.74,0.00092,0.002,0.021,0.0082,0.017,1.3,       (2022 KY2),       (2022 KY2),
29014,59724,1.346,0.413,13.55,237.8,283.46,38.12,54280226,1.56,0.00084,0.0015,0.024,0.0011,0.019,0.98,       (2022 KZ2),       (2022 KZ2),
29015,59800,2.307,0.7566,15.43,196.52,316.33,35.08,54280227,3.5,6.5e-05,0.00051,0.00076,0.0023,0.0022,0.43,       (2022 KA3),       (2022 KA3),
29016,59727,2.294,0.5951,5.18,71.54,223.82,348.71,54280288,3.47,0.0012,0.0063,0.0072,0.00073,0.0032,5.2,       (2022 KB3),       (2022 KB3),
29017,59800,1.265,0.227,0.77,344.52,307.32,20.59,54280289,1.42,0.00031,0.00044,0.00089,0.034,0.032,0.27,       (2022 KC3),       (2022 KC3),
29018,59800,2.056,0.7055,4.13,63.74,271.44,8.18,54280290,2.95,0.00057,0.0033,0.0034,0.00029,0.00027,2.6,       (2022 KF3),       (2022 KF3),
29019,59800,1.84,0.3121,47.5,67.14,156.58,37.15,54280291,2.5,0.00038,0.0012,0.014,0.002,0.016,0.86,       (2022 KG3),       (2022 KG3),
29020,59800,1.366,0.3353,7.34,220.65,93.58,7.35,54280294,1.6,0.0006,0.001,0.013,0.0022,0.0057,0.66,       (2022 KH3),       (2022 KH3),
29021,59731,2.285,0.55,1.93,136.84,98.47,3.28,54280292,3.45,0.0012,0.0062,0.0035,0.0041,0.0038,5.1,       (2022 KJ3),       (2022 KJ3),
29022,59725,2.247,0.5622,9.65,65.29,204.66,353.78,54280293,3.37,0.0011,0.0054,0.012,0.00068,0.0024,4.4,       (2022 KK3),       (2022 KK3),
29023,59800,2.162,0.4169,6.06,163.98,115.14,9.69,54280480,3.18,1.4e-05,6.8e-05,0.00016,0.0014,0.0025,0.055,       (2022 KL3),       (2022 KL3),
29024,59726,1.839,0.6029,31.74,62.61,258.97,338.86,54280481,2.49,0.0029,0.013,0.11,0.017,0.086,9.4,       (2022 KM3),       (2022 KM3),
29025,59728,2.07,0.6173,3.69,226.7,312.69,15.33,54280482,2.98,0.00093,0.0045,0.0038,0.0062,0.0072,3.6,       (2022 KN3),       (2022 KN3),
29026,59800,2.085,0.5359,3.91,67.51,211.32,15.15,54280483,3.01,0.00026,0.0011,0.0018,0.00011,8.5e-05,0.89,       (2022 KO3),       (2022 KO3),
29027,59800,1.31,0.2893,1.19,59.11,244.76,15.27,54280484,1.5,0.00041,0.00064,0.0017,0.0032,0.0068,0.4,       (2022 KP3),       (2022 KP3),
29028,59727,1.219,0.2703,2.5,131.25,192.08,309.59,54280485,1.35,0.0013,0.0015,0.0095,0.041,0.04,0.88,       (2022 KT3),       (2022 KT3),
29029,59723,1.32,0.1365,21.92,49.09,268.04,294.52,54280486,1.52,0.00058,0.0026,0.13,0.012,0.29,1.6,       (2022 KU3),       (2022 KU3),
29030,59800,1.419,0.2646,3.34,228.58,22.91,38.52,54280487,1.69,0.00031,0.00064,0.0031,0.0023,0.0029,0.42,       (2022 KV3),       (2022 KV3),
29031,59800,2.317,0.4972,2.17,183.26,64.18,19.2,54280488,3.53,0.00031,0.0016,0.00093,0.0034,0.004,1.3,       (2022 KW3),       (2022 KW3),
29032,59800,2.293,0.6374,10.3,110.57,248.1,331.06,54280489,3.47,2.5e-07,1.3e-07,1.7e-05,8.6e-05,0.00013,0.00011,       (2022 KA4),       (2022 KA4),
29033,59800,2.071,0.4752,2.13,189.96,51.55,24.5,54280490,2.98,0.00024,0.001,0.00077,0.0036,0.0033,0.78,       (2022 KB4),       (2022 KB4),
29034,59800,1.376,0.4072,7.11,75.7,247.09,8.82,54280491,1.61,0.00041,0.00072,0.0058,0.00025,0.0012,0.46,       (2022 KC4),       (2022 KC4),
29035,59800,1.276,0.1817,4.36,105.76,203.27,0.89,54280492,1.44,4.2e-05,7.2e-05,0.0008,0.0013,0.0011,0.045,       (2022 KD4),       (2022 KD4),
29036,59800,1.452,0.2845,11.35,79.09,219.75,9.72,54280493,1.75,6.4e-05,0.00014,0.0019,0.00053,0.00046,0.09,       (2022 KJ4),       (2022 KJ4),
29037,59800,1.084,0.1646,5.37,257.38,72.74,0.96,54280494,1.13,0.00061,0.00052,0.016,0.0097,0.05,0.3,       (2022 KK4),       (2022 KK4),
29038,59800,2.226,0.4648,5.84,75.37,152.03,25.54,54280674,3.32,3.2e-05,0.00015,0.00027,0.00046,0.0009,0.12,       (2022 KL4),       (2022 KL4),
29039,59729,2.072,0.7815,5.36,297.16,73.23,341.71,54280675,2.98,0.0017,0.014,0.0062,0.054,0.082,11.0,       (2022 KM4),       (2022 KM4),
29040,59800,1.09,0.3636,4.81,222.28,279.11,125.43,54280678,1.14,0.00024,0.00018,0.003,0.0021,0.0041,0.11,       (2022 KU4),       (2022 KU4),
29041,59800,1.394,0.2419,6.88,259.91,321.83,57.56,54280677,1.65,6.4e-05,0.00013,0.0014,0.00029,0.0012,0.085,       (2022 KV4),       (2022 KV4),
29042,59800,1.194,0.163,7.74,69.16,209.27,32.07,54280676,1.3,6.1e-05,8.5e-05,0.0019,0.00013,0.0029,0.051,       (2022 KW4),       (2022 KW4),
29043,59800,0.8214,0.441,19.89,238.3,209.5,216.52,54280679,0.744,0.0011,0.00015,0.11,0.021,0.045,0.073,       (2022 KX4),       (2022 KX4),
29044,59800,2.395,0.5622,3.67,101.55,185.7,7.49,54280681,3.71,6.8e-05,0.00038,0.00031,0.00029,0.00019,0.32,       (2022 KY4),       (2022 KY4),
29045,59800,2.808,0.5387,26.23,236.91,78.51,351.05,54280680,4.71,3.1e-05,0.00024,0.0025,0.00021,0.001,0.22,       (2022 KZ4),       (2022 KZ4),
29046,59800,1.653,0.5722,20.48,284.54,229.18,72.83,54280682,2.13,0.00064,0.0017,0.05,0.015,0.0018,1.2,       (2022 KB5),       (2022 KB5),
29047,59800,2.407,0.4721,20.09,131.06,210.6,337.15,54280759,3.73,5.4e-05,0.00022,0.00083,0.002,0.0023,0.18,       (2022 KD5),       (2022 KD5),
29048,59800,1.912,0.63,4.04,67.53,100.37,45.35,54280760,2.64,0.00038,0.0017,0.0022,1e-05,0.00081,1.3,       (2022 KE5),       (2022 KE5),
29049,59800,2.388,0.5816,18.74,245.16,21.53,14.83,54280761,3.69,0.0002,0.0011,0.0037,0.00025,0.00019,0.96,       (2022 KJ5),       (2022 KJ5),
29050,59800,1.904,0.4794,8.21,245.86,338.19,34.18,54280762,2.63,0.00014,0.00051,0.0017,0.00012,0.00036,0.39,       (2022 KK5),       (2022 KK5),
29051,59727,2.268,0.8387,10.61,134.64,221.75,340.19,54280763,3.42,0.0011,0.0084,0.014,0.047,0.003,6.9,       (2022 KL5),       (2022 KL5),
29052,59800,1.949,0.3974,14.83,243.58,345.74,33.06,54280764,2.72,0.00012,0.00046,0.003,6e-05,0.0007,0.35,       (2022 KM5),       (2022 KM5),
29053,59728,2.383,0.684,8.22,68.12,252.83,347.03,54280765,3.68,0.0014,0.0094,0.013,0.00023,0.0026,8.0,       (2022 KN5),       (2022 KN5),
29054,59800,1.707,0.3825,5.57,72.6,185.15,27.59,54280766,2.23,0.00042,0.0012,0.0045,0.00068,0.0011,0.88,       (2022 KO5),       (2022 KO5),
29055,59800,1.696,0.7409,14.87,75.79,292.82,0.09,54280767,2.21,0.00031,0.0013,0.01,0.0049,0.0079,0.92,       (2022 KP5),       (2022 KP5),
29056,59800,1.313,0.2612,3.23,69.0,217.7,24.09,54280768,1.5,3.1e-05,6.1e-05,3.8e-05,2.4e-05,0.0039,0.038,       (2022 KQ5),       (2022 KQ5),
29057,59727,1.645,0.7378,42.41,66.87,298.11,329.26,54280846,2.11,0.00047,0.0027,0.044,0.0047,0.021,1.9,       (2022 KW5),       (2022 KW5),
29058,59800,1.512,0.2523,30.05,69.37,135.9,61.63,54280845,1.86,0.00048,0.0012,0.025,0.0026,0.042,0.81,       (2022 KX5),       (2022 KX5),
29059,59800,2.044,0.4135,14.63,72.2,195.93,13.9,54280848,2.92,0.00011,0.00046,0.0025,0.0012,0.00084,0.36,       (2022 KY5),       (2022 KY5),
29060,59800,1.504,0.3673,8.27,247.31,50.0,15.31,54280847,1.84,0.00038,0.00084,0.0066,3.1e-05,0.0016,0.56,       (2022 KZ5),       (2022 KZ5),
29061,59800,2.449,0.5845,9.72,56.19,165.52,26.13,54281068,3.83,0.00018,0.0011,0.0021,0.0015,0.00053,0.93,       (2022 KE6),       (2022 KE6),
29062,59800,2.195,0.5353,11.96,69.31,179.63,21.39,54281069,3.25,0.00031,0.0015,0.0044,0.00016,0.00044,1.2,       (2022 KF6),       (2022 KF6),
29063,59800,1.259,0.1623,9.07,244.79,352.57,57.25,54281071,1.41,0.00022,0.00038,0.0087,2.7e-05,0.0047,0.23,       (2022 KG6),       (2022 KG6),
29064,59800,1.214,0.1753,1.44,217.28,354.17,78.04,54281078,1.34,0.00011,0.00016,0.00077,0.0009,0.003,0.096,       (2022 KL6),       (2022 KL6),
29065,59800,2.338,0.7266,3.3,80.19,257.06,5.22,54281079,3.58,0.00046,0.0035,0.0017,0.00069,0.0017,2.9,       (2022 KM6),       (2022 KM6),
29066,59800,1.578,0.3677,7.2,64.08,199.04,29.21,54281250,1.98,0.00013,0.00034,0.00068,4.4e-05,0.0066,0.24,       (2022 KP6),       (2022 KP6),
